id	filename	md5	size	state
0e89a7ce-aed2-4c74-9bdf-cf50793c73b6	0e89a7ce-aed2-4c74-9bdf-cf50793c73b6/f3f0919f-f9eb-4baf-aeef-c79fbafef237.rna_seq.augmented_star_gene_counts.tsv	57dadb18476b6c1b1781c93e883f7ff7	4250890	validated
7b9b6f5f-bd99-421a-a22c-d3fbe110ee73	7b9b6f5f-bd99-421a-a22c-d3fbe110ee73/2b9e2225-fb4d-4bc5-8c9a-58cd993627f9.rna_seq.augmented_star_gene_counts.tsv	2356f506ebe6d286fe1fd5704bab8426	4243132	validated
3c70b5af-2238-4fbe-991b-dc68975cc7f1	3c70b5af-2238-4fbe-991b-dc68975cc7f1/7050a8f4-f7f5-41ba-9bda-942d369cf317.rna_seq.augmented_star_gene_counts.tsv	eca4731c0819624b7364b68eb4975f5d	4261876	validated
df176b72-7266-4eeb-a3ed-8f09199c1963	df176b72-7266-4eeb-a3ed-8f09199c1963/02423743-43b4-494b-acd9-1cd3bcd3d395.rna_seq.augmented_star_gene_counts.tsv	600957a99a379c64450a6b03903517a3	4254230	validated
152c8e57-1f2f-464c-ad13-de0f4d81dbff	152c8e57-1f2f-464c-ad13-de0f4d81dbff/8d0f534a-a0b1-4d8e-9ca5-042f8a0a4e52.rna_seq.augmented_star_gene_counts.tsv	36d301217cac4a9396230b903c4fdfb0	4238654	validated
cd002ab8-a52b-4d20-9089-11b3e1dbaeb7	cd002ab8-a52b-4d20-9089-11b3e1dbaeb7/597c71b0-5c49-409d-84ff-cc31b185c620.rna_seq.augmented_star_gene_counts.tsv	e63c2f199aff5e2e52cfc489387aafc1	4224554	validated
425a82ae-e0bf-48ae-946f-58ccc2571bfd	425a82ae-e0bf-48ae-946f-58ccc2571bfd/c5bb9834-a08f-4729-9aec-22f9a2816184.rna_seq.augmented_star_gene_counts.tsv	e07772a8bcb07a6c2909fcab9d44bea7	4247690	validated
28aa7b6c-d5ec-4aa1-9c39-70d571efe6fb	28aa7b6c-d5ec-4aa1-9c39-70d571efe6fb/8408e231-e0d2-4650-b269-9a7f7ff4a597.rna_seq.augmented_star_gene_counts.tsv	de635bce2e2278c251d7ae311845b353	4253627	validated
f78dec09-cb25-49c1-828c-6a88cf2be7d3	f78dec09-cb25-49c1-828c-6a88cf2be7d3/c355cc80-6344-44b2-82e0-79d701fef03c.rna_seq.augmented_star_gene_counts.tsv	82d041be773a830f4f978220de33481e	4244586	validated
d84ce38f-afb8-4b1a-9a5f-f62d59577b3d	d84ce38f-afb8-4b1a-9a5f-f62d59577b3d/4066800d-0b9e-4263-ba24-cab271630e41.rna_seq.augmented_star_gene_counts.tsv	0f2a1d55eaa4724936e7a5af690f6755	4238507	validated
507952aa-23c0-4239-ae19-04d8f862acc2	507952aa-23c0-4239-ae19-04d8f862acc2/55d29bdf-c959-4eda-ab2b-e09d7abb58fa.rna_seq.augmented_star_gene_counts.tsv	be0a14cf9d711fef977c6f1433337e30	4249910	validated
39e5a93f-7474-44f8-974a-7ce44f909002	39e5a93f-7474-44f8-974a-7ce44f909002/e88a6a51-24b3-4b52-bd5a-f306f1c9e0d9.rna_seq.augmented_star_gene_counts.tsv	6aab2c4346bb9a2e0478002f332c1165	4248157	validated
5c33730b-be75-452a-ad2f-02eb726d4eae	5c33730b-be75-452a-ad2f-02eb726d4eae/ba3f32ca-85e0-467a-a733-99ea832ff1c3.rna_seq.augmented_star_gene_counts.tsv	bb47fc8cdd198772f8c24dff6a605a22	4238469	validated
f94b47fb-764c-456f-946d-907a2fc154db	f94b47fb-764c-456f-946d-907a2fc154db/f72da140-1607-4609-a6bf-ebe538667a8c.rna_seq.augmented_star_gene_counts.tsv	8aba3a46a2dbb1d3054517dc0bb8a7ab	4246807	validated
07478a1d-adbe-4fa7-858b-0edb74171eec	07478a1d-adbe-4fa7-858b-0edb74171eec/647221bc-8100-4bb5-86a5-973fb67fde0b.rna_seq.augmented_star_gene_counts.tsv	ab78b39d0de588f66eccb7debc475b6d	4236038	validated
ae7a394e-b030-46d3-8cf2-c378c0afdc81	ae7a394e-b030-46d3-8cf2-c378c0afdc81/c48d2d0e-5626-42b3-b508-75b3cceb053f.rna_seq.augmented_star_gene_counts.tsv	c0db94905a495416a87264a1f99b4e9c	4236608	validated
097a38f3-a6c5-4267-8648-cd04e2bd9984	097a38f3-a6c5-4267-8648-cd04e2bd9984/265fc9bf-8f99-4422-b78d-78ecf09b0e53.rna_seq.augmented_star_gene_counts.tsv	69d37b39455f47d0947e0b71f4be9d13	4251408	validated
